carat,cut,color,clarity,depth,table,x,y,z,price
1.35,Ideal,J,SI1,61.9,56.0,7.1,7.08,4.39,6124
0.71,Very Good,F,SI2,61.6,59.0,5.7,5.76,3.53,2326
0.74,Ideal,E,VS2,61.7,56.0,5.81,5.86,3.6,3374
0.42,Ideal,G,VS2,61.6,56.0,4.83,4.82,2.97,1087
1.03,Very Good,G,SI2,63.1,58.0,6.41,6.37,4.03,4060
0.41,Very Good,E,VS1,63.4,55.0,4.7,4.73,2.99,1160
0.31,Ideal,D,VS2,62.1,54.0,4.33,4.37,2.7,734
0.73,Ideal,D,SI1,62.4,53.0,5.79,5.82,3.62,3195
0.61,Ideal,F,SI2,,55.0,5.47,5.55,3.38,1424
0.91,Very Good,G,SI2,,59.0,6.19,6.22,3.85,3238
0.3,Very Good,G,VS1,63.1,59.0,4.27,4.25,2.69,776
0.41,Premium,F,VS2,61.1,56.0,4.84,4.79,2.94,1107
0.31,Ideal,F,IF,62.0,54.0,4.38,4.4,2.72,914
0.7,Premium,F,VS2,60.6,58.0,5.8,5.72,3.49,2822
0.34,Premium,E,SI1,59.3,58.0,4.59,4.55,2.71,765
0.52,Fair,J,VS2,65.3,56.0,5.05,5.0,3.28,1030
0.31,Ideal,J,VS2,61.8,54.1,4.35,4.38,2.7,400
1.0,Good,I,VS2,61.7,60.2,6.29,6.35,3.9,4761
0.53,Good,E,SI2,57.9,58.0,5.34,5.39,3.11,1140
1.54,Premium,H,VS2,61.8,59.0,7.4,7.35,4.56,10897
0.3,Very Good,H,VVS2,63.1,60.0,4.28,4.24,2.69,776
1.01,Good,E,VS2,63.3,58.0,6.35,6.38,4.03,6399
1.02,Ideal,I,I1,61.7,56.0,6.49,6.44,3.99,2925
0.73,Ideal,H,VS2,62.5,58.0,5.71,5.75,3.58,2752
1.52,Very Good,I,VS1,62.2,63.0,7.26,7.23,4.51,9576
0.71,Ideal,G,VS2,61.8,56.0,5.73,5.76,3.55,3299
0.7,Ideal,H,SI2,60.4,58.0,5.82,5.77,3.5,2285
0.31,Very Good,H,VS2,58.9,61.0,4.43,4.46,2.62,457
1.1,Premium,D,SI1,60.7,55.0,6.74,6.71,4.08,6468
0.31,Very Good,I,VS2,61.6,56.0,4.36,4.39,2.69,468
0.57,Ideal,E,VS2,62.1,55.0,5.37,5.33,3.32,1778
1.2,Good,J,SI2,63.3,54.4,6.72,6.78,4.27,4659
0.3,Good,D,SI1,63.1,56.0,4.24,4.28,2.69,515
1.1,Ideal,E,SI2,,56.0,6.64,6.61,4.08,5174
1.22,Good,J,SI1,63.8,57.0,6.77,6.72,4.3,4612
1.5,Premium,E,I1,61.5,58.0,7.38,7.2,4.5,4032
1.02,Premium,J,SI2,62.3,58.0,6.42,6.37,3.98,3119
1.17,Very Good,H,SI2,62.7,56.0,6.68,6.74,4.21,4826
1.21,Ideal,G,VS1,61.3,57.0,6.82,6.87,4.2,10685
1.63,Good,I,SI1,63.7,58.0,7.4,7.48,4.74,9556
0.53,Ideal,G,SI1,60.7,56.0,5.22,5.27,3.18,1371
1.2,Very Good,D,SI2,63.2,60.0,6.65,6.54,4.17,5174
0.51,Very Good,F,VS1,60.0,59.0,5.18,5.22,3.12,1680
1.02,Very Good,H,VS2,62.4,57.0,6.43,6.35,3.99,5383
0.51,Very Good,E,SI1,,58.0,5.1,5.13,3.12,1343
0.9,Very Good,H,SI1,58.7,59.0,6.3,6.35,3.71,3447
0.71,Ideal,F,VS1,61.1,56.0,5.76,5.8,3.53,3701
0.36,Good,F,VS1,63.9,54.0,4.52,4.5,2.88,905
1.09,Ideal,G,VVS2,60.6,57.0,6.62,6.7,4.05,8364
0.35,Ideal,F,VVS2,60.8,55.0,4.58,4.61,2.79,872
0.36,Ideal,E,VS2,61.7,55.0,4.57,4.63,2.84,789
0.51,Ideal,E,VS2,61.8,56.0,5.12,5.14,3.17,1656
0.3,Very Good,G,VVS2,62.7,56.0,4.24,4.31,2.68,684
0.51,Premium,J,SI1,61.7,56.0,5.17,5.14,3.18,956
0.7,Premium,H,SI2,60.2,61.0,5.76,5.66,3.44,2184
1.0,Very Good,E,SI2,58.7,59.0,6.5,6.58,3.84,4975
0.26,Very Good,E,VS2,60.4,58.0,4.15,4.19,2.52,452
2.04,Premium,I,I1,59.3,61.0,8.3,8.25,4.91,8408
0.9,Good,F,SI1,61.8,63.0,6.21,6.18,3.83,4241
0.35,Ideal,I,VS2,59.8,57.0,4.6,4.59,2.75,630
1.89,Very Good,D,SI2,62.7,58.0,7.75,7.81,4.88,15594
1.2,Ideal,D,VVS2,61.9,56.0,6.81,6.83,4.22,16130
2.0,Very Good,G,SI2,64.0,58.0,7.86,7.95,5.06,14074
2.01,Very Good,F,SI2,60.8,57.0,8.09,8.15,4.94,17244
1.51,Premium,F,SI1,62.2,58.0,7.27,7.29,4.53,10693
2.32,Ideal,I,SI2,62.0,57.0,8.49,8.45,5.25,17676
1.01,Very Good,F,VS1,62.9,58.0,6.29,6.31,3.96,7455
0.33,Ideal,H,VVS1,61.7,56.0,4.48,4.46,2.76,965
1.01,Ideal,E,SI1,62.1,54.0,6.5,6.41,4.01,5599
0.52,Premium,E,VS2,62.5,56.0,5.18,5.15,3.23,1815
0.71,Very Good,H,VVS1,62.7,59.0,5.65,5.67,3.55,2938
1.67,Premium,I,VS2,61.9,56.0,7.64,7.6,4.72,10736
0.27,Very Good,F,VVS2,61.3,57.0,4.14,4.18,2.54,682
0.55,Premium,I,VVS1,61.3,59.0,5.3,5.27,3.24,1712
0.7,Good,E,VS1,65.5,57.0,5.46,5.54,3.6,2657
0.33,Ideal,G,VVS2,62.6,53.0,4.45,4.43,2.78,901
0.3,Very Good,D,VVS2,63.2,55.0,4.27,4.3,2.71,754
1.1,Very Good,E,VS2,61.9,55.0,6.61,6.67,4.11,6776
0.9,Fair,H,VS2,64.6,54.0,6.09,6.14,3.95,3725
0.91,Fair,E,VVS2,,55.0,6.13,6.0,3.83,5430
0.91,Ideal,D,SI2,62.2,57.0,6.21,6.15,3.85,2803
0.5,Good,D,VS1,64.2,55.0,5.01,5.08,3.24,1701
0.36,Premium,G,VS2,62.5,58.0,4.51,4.55,2.83,589
1.51,Good,J,SI2,58.1,64.0,7.53,7.57,4.39,6104
1.5,Premium,D,I1,61.7,62.0,7.28,7.24,4.48,6300
0.28,Very Good,F,IF,59.8,56.0,4.27,4.29,2.56,787
0.5,Good,G,SI1,63.9,57.0,5.02,5.06,3.22,1197
0.4,Very Good,I,VS1,63.5,55.0,4.71,4.67,2.98,882
2.09,Very Good,F,SI2,62.5,60.0,8.14,8.06,5.06,16210
0.41,Ideal,D,SI2,62.6,55.0,4.76,4.8,2.99,683
0.71,Premium,I,VS1,61.9,58.0,5.76,5.71,3.55,2104
0.33,Ideal,H,VS1,62.2,53.3,4.45,4.48,2.77,592
0.55,Ideal,E,VS2,60.3,57.0,5.28,5.3,3.19,1596
1.04,Premium,F,VVS2,59.2,58.0,6.68,6.66,3.95,8722
0.6,Very Good,G,VVS1,60.0,58.0,5.53,5.43,3.29,2485
1.06,Very Good,F,VS2,62.2,57.0,6.53,6.58,4.08,6823
0.31,Good,H,VS2,63.8,56.0,4.33,4.29,2.75,470
0.64,Premium,D,SI2,62.8,54.0,5.52,5.5,3.46,1751
0.31,Ideal,H,VS2,62.2,55.0,4.36,4.39,2.72,489
0.26,Very Good,E,VVS1,61.8,59.0,4.11,4.14,2.55,539
0.72,Ideal,J,VVS1,62.5,56.0,5.71,5.74,3.58,2249
0.94,Premium,E,SI1,62.0,58.0,6.27,6.24,3.88,4580
0.3,Ideal,E,VVS1,62.5,56.0,4.28,4.3,2.68,862
1.2,Good,G,VS1,63.4,56.0,6.7,6.74,4.26,8442
0.74,Good,D,VVS1,59.2,62.6,5.85,5.87,3.47,4274
1.02,Very Good,H,SI1,61.0,59.0,6.48,6.53,3.97,5455
1.22,Premium,G,VVS2,62.0,58.0,6.9,6.85,4.26,10111
2.11,Very Good,G,SI2,62.2,60.0,8.15,8.19,5.08,16188
1.51,Premium,H,I1,61.9,58.0,7.39,7.34,4.56,6038
0.31,Premium,G,VVS1,60.7,58.0,4.4,4.37,2.66,1046
1.03,Ideal,F,VS1,60.7,56.0,6.54,6.6,3.99,7296
0.3,Good,G,IF,63.8,55.0,4.28,4.24,2.72,956
1.09,Premium,G,VS2,60.9,56.0,6.7,6.67,4.07,6504
0.53,Ideal,H,VS2,62.3,54.0,5.19,5.21,3.24,1353
0.59,Ideal,F,SI1,62.3,54.0,5.37,5.41,3.36,1424
0.37,Premium,F,VS2,60.5,59.0,4.62,4.67,2.81,696
1.11,Very Good,G,SI2,58.5,61.0,6.74,6.8,3.96,4816
1.18,Very Good,E,VVS2,61.5,58.0,6.78,6.87,4.2,12100
1.52,Very Good,I,VS2,63.3,61.0,7.27,7.23,4.59,8938
0.34,Ideal,G,VS2,62.2,55.0,4.5,4.47,2.79,765
0.3,Premium,H,VVS1,62.2,58.0,4.29,4.26,2.66,878
0.3,Premium,D,VS2,62.3,58.0,4.29,4.32,2.68,710
0.55,Ideal,D,VS2,62.3,55.0,5.24,5.29,3.28,1928
0.41,Ideal,D,VS2,62.2,54.0,4.81,4.77,2.98,1076
0.3,Ideal,I,VVS2,62.2,56.0,4.27,4.31,2.67,515
2.0,Fair,H,SI1,61.2,50.0,8.17,8.08,4.97,13764
1.02,Very Good,F,SI2,60.0,57.0,6.53,6.57,3.93,4373
0.3,Premium,E,IF,61.9,61.0,4.32,4.27,2.66,984
0.4,Ideal,E,VS2,62.2,55.0,4.71,4.77,2.95,1090
1.09,Ideal,G,VS1,62.1,55.1,6.57,6.63,4.1,7487
2.06,Ideal,I,VS2,59.2,57.0,8.39,8.29,4.94,15691
1.03,Premium,D,SI1,60.5,61.0,6.47,6.43,3.9,5410
2.0,Good,I,SI1,63.0,61.0,7.93,7.97,5.01,15072
0.72,Premium,F,SI1,62.0,60.0,5.74,5.77,3.57,2364
1.55,Very Good,F,VS1,61.6,56.0,7.38,7.45,4.57,15658
0.31,Ideal,E,VS2,62.0,56.0,4.37,4.34,2.7,872
0.33,Premium,E,VS2,61.9,58.0,4.47,4.42,2.75,804
1.21,Good,J,SI2,63.7,55.0,6.81,6.75,4.32,4269
0.4,Ideal,H,VVS1,62.0,54.0,4.76,4.72,2.94,1088
0.9,Ideal,D,SI2,62.4,56.0,6.24,6.16,3.87,4007
0.24,Ideal,H,VVS1,62.4,56.0,3.99,4.03,2.5,449
0.3,Ideal,E,SI1,62.2,55.0,4.29,4.33,2.68,499
0.5,Premium,F,VS1,61.6,58.0,5.11,5.06,3.13,1715
0.31,Ideal,D,VS1,61.6,55.0,4.37,4.4,2.7,766
1.07,Ideal,G,VVS2,61.9,56.0,6.6,6.62,4.09,9169
0.3,Ideal,E,VVS1,62.3,55.0,4.31,4.32,2.69,862
1.51,Premium,E,VS2,60.7,60.0,7.46,7.37,4.5,14844
0.9,Very Good,D,SI2,58.8,59.0,6.24,6.28,3.68,3643
0.54,Ideal,G,SI1,62.4,56.0,5.2,5.22,3.25,1350
0.7,Very Good,G,SI2,60.6,58.0,5.72,5.77,3.48,2057
1.58,Very Good,I,SI1,63.1,55.0,7.42,7.45,4.69,8782
0.32,Premium,E,SI1,61.9,59.0,4.36,4.39,2.71,561
1.25,Ideal,I,SI2,63.3,56.0,6.87,6.83,4.34,5292
1.34,Ideal,H,VVS1,62.1,56.0,7.05,7.11,4.4,10255
0.4,Ideal,E,VVS2,61.7,55.0,4.76,4.74,2.93,1238
1.0,Very Good,E,VS2,62.8,57.0,6.34,6.37,3.99,6600
1.0,Very Good,G,VVS2,59.8,59.0,6.47,6.51,3.88,7584
0.91,Good,E,SI2,63.1,61.0,6.04,6.14,3.84,3520
0.38,Premium,I,SI1,,58.0,4.67,4.72,2.84,581
0.58,Ideal,E,VS2,62.0,57.0,5.33,5.35,3.31,1752
0.57,Premium,D,SI2,61.3,59.0,5.32,5.28,3.25,1012
0.5,Good,D,SI2,63.2,56.0,5.01,5.05,3.18,1157
0.79,Ideal,G,SI1,61.1,57.0,5.98,5.93,3.64,2898
0.9,Very Good,G,VVS1,63.3,58.0,6.05,6.14,3.86,4697
0.71,Premium,E,SI2,60.4,61.0,5.79,5.77,3.49,2096
0.27,Very Good,G,VVS1,60.1,58.0,4.21,4.23,2.53,566
1.0,Good,G,VS2,63.4,57.0,6.27,6.31,3.99,5702
1.19,Ideal,I,SI1,62.3,55.0,6.8,6.82,4.24,5690
1.22,Ideal,G,VS2,,55.0,6.83,6.87,4.25,7783
0.53,Good,E,VS2,64.0,55.0,5.11,5.14,3.28,1607
0.4,Ideal,D,VS1,59.9,57.0,4.77,4.82,2.87,1123
1.35,Premium,F,SI2,62.8,60.0,7.08,7.0,4.42,6804
1.11,Ideal,E,SI2,60.6,56.0,6.76,6.78,4.1,5962
1.29,Premium,I,VS2,,58.0,7.12,7.03,4.27,6321
0.91,Premium,H,SI1,63.0,57.0,6.19,6.1,3.87,3033
0.71,Premium,F,VS1,59.0,60.0,5.82,5.8,3.43,2839
1.17,Ideal,G,SI2,62.6,55.0,6.74,6.78,4.23,5743
1.0,Ideal,E,I1,61.8,56.0,6.43,6.38,3.96,3584
0.7,Good,E,SI2,60.7,61.0,5.69,5.71,3.46,2405
0.42,Ideal,G,VVS1,61.7,55.0,4.78,4.84,2.97,1179
0.42,Ideal,G,SI1,62.5,56.0,4.83,4.8,3.01,945
0.35,Premium,F,VS2,62.1,60.0,4.45,4.51,2.78,706
0.7,Very Good,E,VS2,61.8,59.0,5.65,5.68,3.5,2845
0.32,Ideal,D,VS2,61.7,54.0,4.38,4.43,2.72,758
0.53,Ideal,H,VVS1,61.2,56.0,5.25,5.27,3.22,1842
0.33,Ideal,G,VS1,62.1,55.0,4.46,4.43,2.76,854
0.77,Premium,I,VS1,62.6,55.0,5.9,5.85,3.68,2524
0.74,Ideal,G,VS2,62.3,55.0,5.8,5.83,3.62,2877
0.42,Premium,F,SI1,60.0,59.0,4.85,4.88,2.92,773
0.85,Very Good,D,VS2,61.8,56.0,6.06,6.08,3.75,4211
0.31,Ideal,D,VS2,60.4,56.0,4.42,4.39,2.66,942
1.02,Good,F,SI1,64.3,58.0,6.28,6.32,4.05,4936
0.43,Premium,H,I1,62.0,59.0,4.83,4.78,2.98,581
0.62,Ideal,E,VS1,60.3,57.0,5.52,5.57,3.35,2492
0.43,Ideal,D,SI1,61.5,56.0,4.82,4.87,2.98,830
0.3,Very Good,G,VVS1,63.1,58.0,4.31,4.28,2.71,1013
1.01,Premium,H,SI2,62.3,60.0,6.39,6.32,3.96,3782
1.51,Ideal,F,SI1,63.0,57.0,7.29,7.25,4.58,11035
1.56,Good,I,VS2,57.2,62.0,7.66,7.72,4.4,9609
0.91,Very Good,F,SI1,60.4,59.0,6.22,6.26,3.77,4437
0.42,Ideal,F,SI1,61.6,55.0,4.85,4.83,2.98,838
1.22,Ideal,I,VS2,62.5,57.0,6.83,6.9,4.29,5960
1.33,Premium,H,SI2,61.0,59.0,7.1,7.06,4.32,5437
0.58,Very Good,G,VS2,63.2,58.0,5.36,5.28,3.36,1336
0.71,Good,D,VS1,59.2,56.0,5.84,5.85,3.46,3524
0.23,Ideal,F,VS2,61.8,55.0,3.93,3.96,2.43,493
1.1,Premium,H,SI1,60.4,60.0,6.72,6.68,4.05,5056
0.74,Very Good,E,VS1,62.8,59.0,5.68,5.76,3.59,3416
1.61,Ideal,H,SI1,62.3,56.0,7.51,7.47,4.67,9341
1.01,Very Good,G,VS1,63.1,59.0,6.32,6.23,3.96,5294
0.3,Ideal,F,IF,62.3,55.0,4.3,4.34,2.69,886
0.8,Ideal,E,SI2,61.0,55.0,6.0,6.03,3.67,2978
0.78,Ideal,H,VS2,61.6,56.0,5.94,5.91,3.64,2970
0.9,Very Good,E,VS1,,59.0,6.14,6.2,3.77,5151
0.9,Premium,G,VS2,60.8,56.0,6.19,6.14,3.75,4137
0.55,Ideal,E,SI1,62.1,55.0,5.21,5.26,3.25,1551
0.72,Premium,G,IF,60.1,58.0,5.89,5.86,3.53,3185
0.81,Ideal,E,SI1,61.3,57.0,6.08,6.03,3.71,3338
0.46,Ideal,D,VS1,61.6,57.0,4.95,4.98,3.06,1637
1.5,Very Good,E,VS2,61.9,57.0,7.31,7.38,4.55,11939
0.56,Ideal,E,VS1,61.3,55.0,5.32,5.29,3.25,2032
0.54,Very Good,F,VS2,63.0,56.8,5.18,5.22,3.28,1745
0.41,Premium,F,VVS1,61.3,59.0,4.73,4.79,2.92,1295
0.2,Premium,E,SI2,,62.0,3.79,3.75,2.27,345
1.24,Ideal,J,VS2,61.8,58.0,6.88,6.84,4.24,5361
1.05,Premium,E,SI2,60.3,61.0,6.62,6.57,3.98,5400
0.77,Premium,H,SI1,60.9,60.0,5.89,5.87,3.58,2457
0.41,Ideal,F,VS2,61.4,55.0,4.78,4.83,2.95,863
1.27,Very Good,I,SI1,60.7,61.0,6.97,6.91,4.21,6559
0.76,Very Good,H,SI1,62.6,58.0,5.76,5.84,3.63,2396
0.42,Premium,F,VS1,61.9,55.0,4.82,4.78,2.97,1103
0.4,Premium,G,SI1,61.4,60.0,4.71,4.67,2.88,900
0.7,Good,D,SI1,64.2,60.0,5.59,5.62,3.6,2298
0.35,Ideal,H,VS2,61.2,56.0,4.54,4.55,2.78,571
0.79,Very Good,H,SI2,63.2,55.0,5.93,5.9,3.74,2348
1.65,Ideal,I,SI1,61.7,55.0,7.6,7.63,4.7,10365
0.3,Premium,E,VS2,61.7,61.0,4.31,4.28,2.65,844
0.57,Ideal,E,SI1,62.1,56.0,5.3,5.33,3.3,1608
0.51,Premium,G,VS1,59.6,58.0,5.22,5.21,3.11,1833
0.71,Very Good,F,VS2,63.5,60.0,5.64,5.67,3.59,2630
0.3,Very Good,F,VS2,62.8,58.0,4.24,4.29,2.68,605
0.95,Very Good,J,SI1,,55.0,6.25,6.21,3.95,3154
1.0,Good,G,SI1,62.2,62.0,6.34,6.39,3.96,4416
0.31,Ideal,E,VS2,61.8,54.0,4.41,4.36,2.71,872
0.3,Ideal,E,I1,60.3,57.0,4.39,4.36,2.64,495
0.31,Ideal,E,VVS2,59.7,61.0,4.4,4.41,2.63,755
1.18,Ideal,I,SI1,61.3,55.6,6.79,6.84,4.18,5412
0.42,Ideal,E,SI1,61.8,56.0,4.8,4.84,2.98,931
1.01,Premium,E,SI2,61.6,56.0,6.45,6.4,3.96,4751
0.76,Very Good,F,SI2,62.7,55.0,5.74,5.83,3.63,2469
0.29,Very Good,G,VS2,62.5,56.0,4.21,4.24,2.64,471
0.71,Ideal,G,VVS2,61.5,57.0,5.74,5.78,3.54,3909
0.9,Very Good,G,SI1,63.0,57.0,6.13,6.19,3.88,3681
0.31,Ideal,D,VS2,62.5,56.0,4.36,4.31,2.71,942
0.31,Premium,E,VVS1,61.8,59.0,4.31,4.33,2.67,789
1.01,Good,G,VS2,63.1,59.0,6.37,6.4,4.03,5999
1.04,Premium,F,SI1,62.5,60.0,6.46,6.43,4.03,5724
0.3,Ideal,H,VVS2,62.1,56.0,4.32,4.28,2.67,776
1.0,Good,D,SI2,61.5,63.0,6.27,6.32,3.87,4218
0.3,Ideal,G,SI1,61.2,56.0,4.33,4.36,2.65,487
0.3,Ideal,F,VVS1,62.4,57.0,4.25,4.28,2.66,790
0.43,Ideal,G,VVS2,60.9,57.0,4.86,4.89,2.97,1408
1.0,Premium,G,VS1,62.3,58.0,6.39,6.3,3.95,6290
0.42,Ideal,F,VS1,60.6,56.0,4.87,4.83,2.94,985
1.6,Premium,G,SI1,62.2,58.0,7.44,7.5,4.65,11818
1.41,Premium,F,SI2,62.7,56.0,7.21,7.15,4.5,7817
0.31,Ideal,G,VS2,59.6,57.0,4.4,4.43,2.63,544
1.2,Ideal,H,VS2,62.8,57.0,6.75,6.79,4.25,7072
1.01,Premium,G,VS1,62.6,59.0,6.38,6.46,4.02,6499
1.08,Ideal,E,SI1,61.5,55.0,6.59,6.62,4.06,7672
2.1,Premium,J,VS2,58.3,54.0,8.49,8.45,4.94,12401
1.12,Premium,G,IF,60.9,57.0,6.79,6.68,4.1,9126
1.2,Very Good,G,SI1,63.2,59.0,6.77,6.74,4.27,5665
1.51,Premium,E,SI2,61.1,60.0,7.37,7.27,4.47,9513
0.53,Very Good,F,SI1,61.7,55.0,5.22,5.24,3.23,1370
1.12,Ideal,F,VS2,61.9,55.0,6.68,6.73,4.15,7589
0.44,Very Good,F,SI1,62.8,59.0,4.88,4.91,3.07,829
0.56,Very Good,D,SI1,,57.0,5.22,5.19,3.29,1777
1.2,Ideal,G,VVS2,60.9,56.0,6.86,6.91,4.19,11530
1.0,Ideal,J,VS1,62.3,56.0,6.43,6.38,3.99,4144
0.73,Premium,E,VS2,61.9,57.0,5.79,5.75,3.57,3127
0.73,Ideal,G,SI1,62.1,54.0,5.78,5.81,3.6,2583
0.9,Premium,G,SI1,62.2,60.0,6.14,6.07,3.8,3984
0.33,Very Good,H,VS1,62.9,59.0,4.35,4.4,2.75,579
0.61,Very Good,D,SI1,58.5,58.0,5.54,5.64,3.27,1828
1.2,Premium,I,SI2,60.0,58.0,6.91,6.93,4.15,4989
0.85,Ideal,E,SI2,62.8,57.0,6.06,6.01,3.79,3189
1.5,Premium,E,SI1,60.0,58.0,7.5,7.47,4.49,11795
0.32,Good,E,SI1,63.1,56.0,4.36,4.39,2.76,561
0.58,Ideal,F,VVS2,61.8,56.0,5.36,5.39,3.32,2395
0.3,Ideal,D,VS1,62.2,56.0,4.31,4.27,2.67,835
1.01,Very Good,F,VS2,63.8,55.0,6.31,6.38,4.05,7135
1.02,Ideal,H,SI2,61.6,56.0,6.47,6.51,4.0,3927
0.53,Ideal,E,VS2,60.8,55.0,5.26,5.3,3.21,1707
1.46,Premium,G,SI2,62.8,52.0,7.31,7.27,4.58,5421
1.51,Very Good,I,VS1,63.0,59.0,7.28,7.3,4.59,9343
0.32,Ideal,I,VS2,62.9,57.0,4.4,4.37,2.76,576
0.32,Ideal,F,VS2,63.0,57.0,4.37,4.33,2.74,773
0.9,Good,D,VS2,65.8,58.0,5.99,6.01,3.95,4682
0.3,Very Good,H,SI1,62.9,57.0,4.26,4.29,2.69,421
0.33,Ideal,G,SI1,61.6,56.0,4.43,4.46,2.74,498
2.3,Ideal,I,SI1,62.2,60.0,8.43,8.39,5.23,17193
1.1,Ideal,F,VVS1,62.7,57.0,6.57,6.63,4.14,10861
2.14,Premium,H,SI2,61.2,57.0,8.36,8.32,5.1,13421
0.34,Ideal,F,VVS2,61.7,55.0,4.49,4.52,2.78,784
0.3,Ideal,D,VVS2,59.4,60.0,4.39,4.47,2.63,802
1.05,Premium,G,SI2,62.7,54.0,6.51,6.48,4.07,4018
0.61,Ideal,G,IF,62.3,56.0,5.43,5.45,3.39,2800
0.7,Ideal,D,SI1,61.8,55.0,5.72,5.74,3.54,3471
0.9,Premium,D,SI1,61.2,60.0,6.19,6.14,3.77,4304
1.0,Fair,I,VS2,65.7,58.0,6.25,6.2,4.09,3265
0.54,Premium,F,VS2,62.4,55.0,5.23,5.19,3.25,1814
0.7,Premium,F,SI2,59.8,56.0,5.78,5.73,3.44,2184
1.02,Very Good,E,SI1,63.2,60.0,6.33,6.42,4.03,5456
0.4,Very Good,J,VS2,62.5,60.0,4.67,4.71,2.93,596
0.51,Premium,D,SI1,60.9,59.0,5.19,5.13,3.14,1687
0.79,Ideal,E,SI2,61.0,57.0,6.0,5.95,3.65,3390
0.76,Very Good,G,VVS2,61.5,59.0,5.83,5.91,3.61,3394
0.36,Premium,F,VS2,60.5,59.0,4.61,4.64,2.8,726
1.22,Premium,H,VS1,58.9,59.0,7.02,6.96,4.12,7283
1.01,Very Good,G,SI1,60.2,58.0,6.5,6.59,3.94,4719
1.01,Good,F,SI1,63.5,59.0,6.29,6.38,4.02,4899
0.62,Ideal,F,VS1,62.0,54.0,5.46,5.5,3.4,2406
1.65,Ideal,G,VS2,62.2,55.0,7.6,7.57,4.72,9425
0.73,Very Good,D,VS1,61.1,59.0,5.79,5.86,3.56,4116
0.52,Premium,E,VS2,60.3,60.0,5.21,5.17,3.13,1815
0.58,Ideal,F,SI1,62.2,57.0,5.37,5.33,3.33,1705
1.06,Very Good,G,VS1,63.4,57.0,6.48,6.45,4.1,6595
0.32,Very Good,I,VS1,63.1,56.0,4.4,4.38,2.77,648
2.01,Very Good,I,SI1,61.8,62.0,7.98,8.07,4.96,13691
0.91,Good,G,SI2,63.6,59.0,6.11,6.15,3.9,3340
1.99,Good,J,VS2,62.9,61.0,7.91,8.06,4.99,13338
0.71,Good,G,SI1,62.3,56.0,5.68,5.72,3.55,2251
1.1,Very Good,F,SI1,60.5,60.0,6.65,6.67,4.03,5667
0.3,Good,F,IF,64.3,53.0,4.22,4.27,2.73,780
0.43,Premium,G,VS2,61.3,58.0,4.83,4.86,2.97,867
0.35,Premium,D,SI1,60.1,61.0,4.59,4.56,2.75,827
0.57,Very Good,F,VVS2,63.2,56.0,5.28,5.32,3.35,1902
0.46,Very Good,E,SI1,,63.0,5.09,5.02,3.0,1032
1.0,Premium,H,IF,60.6,57.0,6.54,6.47,3.94,7235
1.5,Premium,I,SI2,62.5,61.0,7.29,7.24,4.54,7526
1.52,Good,E,I1,57.3,58.0,7.53,7.42,4.28,3105
1.0,Fair,G,SI2,68.3,54.0,6.21,6.12,4.2,3142
1.14,Ideal,G,VS1,62.5,56.0,6.69,6.66,4.17,7255
0.34,Premium,E,SI1,59.3,58.0,4.59,4.55,2.71,612
0.31,Ideal,E,VS2,59.8,57.0,4.43,4.46,2.65,695
0.37,Premium,E,VS2,61.0,59.0,4.6,4.65,2.82,692
2.0,Premium,D,SI2,59.3,62.0,8.12,8.06,4.8,12576
0.37,Premium,G,VS2,61.2,60.0,4.63,4.58,2.82,833
0.73,Ideal,J,VS2,62.0,56.0,5.76,5.79,3.58,2258
0.33,Very Good,D,VS1,63.2,56.0,4.45,4.44,2.81,1109
0.3,Premium,E,VS1,61.9,60.0,4.3,4.26,2.65,911
1.2,Ideal,G,VVS1,61.2,56.0,6.89,6.86,4.21,9744
0.97,Good,J,VS2,60.0,56.0,6.4,6.46,3.86,3717
0.54,Ideal,H,IF,60.3,55.0,5.29,5.33,3.2,2210
0.59,Ideal,E,VVS2,62.0,55.0,5.38,5.43,3.35,2761
1.3,Ideal,G,IF,61.3,56.0,7.03,7.06,4.32,12932
0.5,Premium,H,SI2,61.0,58.0,5.14,5.05,3.11,958
0.34,Premium,E,SI2,61.7,58.0,4.5,4.54,2.79,477
2.18,Very Good,G,SI2,63.3,59.0,8.25,8.2,5.2,12377
1.01,Very Good,G,SI2,61.0,58.0,6.43,6.48,3.94,4249
0.3,Ideal,G,VVS1,62.2,56.0,4.27,4.31,2.67,753
0.73,Premium,F,VS2,58.7,57.0,5.97,5.92,3.49,2882
0.39,Good,G,IF,63.5,56.0,4.65,4.67,2.96,1213
0.71,Ideal,D,SI2,60.4,56.0,5.79,5.83,3.51,2516
0.72,Very Good,G,VS1,63.5,55.0,5.75,5.68,3.63,2422
0.32,Ideal,E,VS2,62.3,54.0,4.4,4.37,2.73,900
1.59,Ideal,H,VS1,61.8,56.0,7.49,7.53,4.64,14031
1.24,Ideal,G,VS1,60.1,58.0,7.03,6.97,4.21,9123
1.18,Good,G,SI1,64.2,62.0,6.6,6.51,4.25,4678
0.3,Ideal,E,SI1,62.3,56.0,4.29,4.32,2.68,499
0.33,Ideal,E,SI1,61.2,56.0,4.46,4.49,2.74,702
1.01,Very Good,D,VVS1,63.9,56.0,6.32,6.36,4.05,11923
1.02,Very Good,G,VS2,,60.0,6.53,6.49,3.94,6906
0.4,Ideal,E,VS1,62.2,55.0,4.76,4.72,2.95,1125
